tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,source_file,retired,defaulted,winner_unranked,loser_unranked,has_serve_stats
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,5.0,SC77,,,Sergiy Stakhovsky,R,193.0,UKR,29.262,50.0,894.0,CD85,,,Pablo Carreno Busta,R,188.0,ESP,23.751,57.0,841.0,7-6(3) 4-6 6-4,3,R64,139.0,11.0,3.0,113.0,70.0,52.0,21.0,16.0,5.0,7.0,6.0,3.0,105.0,60.0,42.0,25.0,16.0,8.0,10.0,2015.csv,False,False,False,False,True
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,6.0,K435,,,Philipp Kohlschreiber,R,178.0,GER,31.488,25.0,1395.0,K926,,,Mikhail Kukushkin,R,183.0,KAZ,27.294,53.0,867.0,6-4 6-4,3,R64,76.0,3.0,0.0,53.0,34.0,24.0,9.0,10.0,1.0,4.0,2.0,4.0,60.0,31.0,20.0,9.0,10.0,3.0,8.0,2015.csv,False,False,False,False,True
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,7.0,BD06,12.0,,Roberto Bautista Agut,R,183.0,ESP,26.992,16.0,1940.0,B896,,,Benjamin Becker,R,178.0,GER,33.821,45.0,990.0,6-0 6-2,3,R64,53.0,3.0,0.0,35.0,20.0,16.0,10.0,7.0,2.0,3.0,5.0,1.0,40.0,21.0,13.0,2.0,7.0,3.0,9.0,2015.csv,False,False,False,False,True
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,8.0,R419,16.0,,Tommy Robredo,R,180.0,ESP,32.947,20.0,1720.0,SA93,,,Andreas Seppi,R,191.0,ITA,31.138,38.0,1125.0,6-3 1-6 6-4,3,R64,107.0,7.0,4.0,76.0,42.0,31.0,14.0,13.0,4.0,8.0,0.0,2.0,85.0,41.0,27.0,21.0,13.0,6.0,10.0,2015.csv,False,False,False,False,True
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,9.0,G710,,,Marcel Granollers,R,191.0,ESP,28.999,63.0,765.0,ME82,,,Adrian Mannarino,L,180.0,FRA,26.784,30.0,1258.0,6-3 6-0,3,R64,63.0,3.0,2.0,44.0,31.0,23.0,8.0,8.0,2.0,3.0,0.0,2.0,47.0,30.0,14.0,7.0,7.0,5.0,10.0,2015.csv,False,False,False,False,True
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,10.0,SH90,,,Joao Sousa,R,185.0,POR,26.034,56.0,852.0,R613,,Q,Edouard Roger-Vasselin,R,185.0,FRA,31.37,133.0,417.0,6-1 3-6 6-0,3,R64,97.0,4.0,6.0,72.0,41.0,30.0,13.0,11.0,7.0,10.0,0.0,1.0,72.0,49.0,26.0,8.0,11.0,9.0,16.0,2015.csv,False,False,False,False,True
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,11.0,MA21,,,Juan Monaco,R,185.0,ARG,31.036,42.0,1090.0,V708,,,Jiri Vesely,L,198.0,CZE,21.755,46.0,978.0,6-4 6-2,3,R64,93.0,0.0,1.0,70.0,53.0,31.0,11.0,9.0,4.0,6.0,2.0,5.0,67.0,37.0,17.0,16.0,9.0,7.0,12.0,2015.csv,False,False,False,False,True
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,27.0,T786,11.0,,Jo-Wilfried Tsonga,R,188.0,FRA,29.985,14.0,2135.0,GB88,,,David Goffin,R,180.0,BEL,24.345,21.0,1695.0,6-3 6-4,3,R32,85.0,5.0,3.0,71.0,41.0,29.0,19.0,10.0,4.0,4.0,4.0,2.0,60.0,31.0,21.0,16.0,9.0,7.0,9.0,2015.csv,False,False,False,False,True
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,12.0,TA46,,,Bernard Tomic,R,196.0,AUS,22.472,26.0,1365.0,R685,,,Lukas Rosol,R,193.0,CZE,29.717,31.0,1220.0,4-6 6-2 6-3,3,R64,90.0,2.0,1.0,73.0,47.0,31.0,11.0,13.0,5.0,10.0,4.0,5.0,83.0,35.0,21.0,19.0,14.0,3.0,11.0,2015.csv,False,False,False,False,True
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,14.0,D875,9.0,,Grigor Dimitrov,R,191.0,BUL,23.907,11.0,3055.0,V306,,,Fernando Verdasco,L,188.0,ESP,31.406,40.0,1100.0,6-4 4-6 6-4,3,R64,147.0,6.0,2.0,112.0,68.0,48.0,22.0,15.0,15.0,17.0,2.0,4.0,94.0,66.0,45.0,15.0,15.0,7.0,10.0,2015.csv,False,False,False,False,True
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,15.0,MC65,14.0,,Gael Monfils,R,193.0,FRA,28.611,18.0,1750.0,KB54,,Q,Andrey Kuznetsov,R,183.0,RUS,24.134,101.0,533.0,4-6 6-3 6-4,3,R64,112.0,6.0,0.0,97.0,55.0,41.0,17.0,15.0,6.0,10.0,1.0,2.0,85.0,48.0,33.0,18.0,14.0,6.0,11.0,2015.csv,False,False,False,False,True
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,16.0,D801,,,Alexandr Dolgopolov,R,180.0,UKR,26.426,71.0,670.0,CG80,,,Borna Coric,R,188.0,CRO,18.407,54.0,862.0,7-5 5-7 6-2,3,R64,133.0,10.0,4.0,101.0,46.0,40.0,25.0,16.0,10.0,14.0,3.0,9.0,88.0,42.0,28.0,22.0,16.0,2.0,8.0,2015.csv,False,False,False,False,True
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,17.0,CA12,,,Jeremy Chardy,R,188.0,FRA,28.162,35.0,1155.0,SM37,,Q,Diego Schwartzman,R,170.0,ARG,22.653,64.0,759.0,7-5 6-2,3,R64,74.0,6.0,0.0,60.0,37.0,24.0,15.0,10.0,3.0,5.0,1.0,4.0,58.0,37.0,20.0,8.0,10.0,5.0,10.0,2015.csv,False,False,False,False,True
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,18.0,H804,,,Andreas Haider-Maurer,R,191.0,AUT,28.057,52.0,876.0,G858,13.0,,Ernests Gulbis,R,191.0,LAT,26.615,17.0,1910.0,6-1 6-0,3,R64,58.0,1.0,0.0,39.0,26.0,19.0,10.0,7.0,3.0,3.0,1.0,6.0,48.0,22.0,13.0,7.0,6.0,8.0,13.0,2015.csv,False,False,False,False,True
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,19.0,T786,11.0,,Jo-Wilfried Tsonga,R,188.0,FRA,29.985,14.0,2135.0,SL28,,LL,Jan-Lennard Struff,R,193.0,GER,24.964,76.0,656.0,6-4 6-4,3,R64,77.0,4.0,1.0,66.0,32.0,25.0,21.0,10.0,7.0,7.0,2.0,4.0,59.0,39.0,29.0,10.0,10.0,1.0,3.0,2015.csv,False,False,False,False,True
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,21.0,MB02,,,Florian Mayer,R,191.0,GER,31.518,614.0,45.0,Y061,,WC,Mikhail Youzhny,R,183.0,RUS,32.797,58.0,825.0,7-6(8) 6-4,3,R64,92.0,6.0,0.0,68.0,43.0,31.0,16.0,11.0,1.0,2.0,1.0,0.0,72.0,42.0,28.0,16.0,11.0,2.0,4.0,2015.csv,False,False,False,False,True
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,22.0,PF39,,WC,Lucas Pouille,R,185.0,FRA,21.131,108.0,515.0,TB69,,,Dominic Thiem,R,185.0,AUT,21.604,44.0,1030.0,6-4 6-4,3,R64,84.0,2.0,5.0,63.0,27.0,17.0,17.0,10.0,6.0,10.0,3.0,1.0,63.0,32.0,17.0,14.0,10.0,6.0,12.0,2015.csv,False,False,False,False,True
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,23.0,T840,,,Viktor Troicki,R,193.0,SRB,29.166,37.0,1127.0,K966,,,Martin Klizan,L,191.0,SVK,25.752,29.0,1272.0,7-6(5) 5-7 6-2,3,R64,156.0,7.0,0.0,116.0,65.0,48.0,27.0,16.0,9.0,11.0,6.0,2.0,95.0,54.0,40.0,20.0,16.0,0.0,3.0,2015.csv,False,False,False,False,True
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,24.0,I186,15.0,,John Isner,R,208.0,USA,29.96,19.0,1720.0,J386,,,Steve Johnson,R,188.0,USA,25.298,51.0,880.0,6-4 6-4,3,R64,71.0,13.0,1.0,46.0,34.0,30.0,8.0,10.0,0.0,1.0,2.0,3.0,76.0,44.0,28.0,15.0,10.0,3.0,6.0,2015.csv,False,False,False,False,True
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,25.0,D643,1.0,,Novak Djokovic,R,188.0,SRB,27.89,1.0,13205.0,R772,,Q,Albert Ramos-Vinolas,L,188.0,ESP,27.233,67.0,742.0,6-1 6-4,3,R32,87.0,3.0,2.0,54.0,29.0,23.0,16.0,9.0,3.0,4.0,0.0,3.0,62.0,35.0,18.0,14.0,8.0,9.0,13.0,2015.csv,False,False,False,False,True
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,13.0,F510,,,Fabio Fognini,R,178.0,ITA,27.885,28.0,1285.0,J397,,,Jerzy Janowicz,R,203.0,POL,24.411,47.0,940.0,6-3 6-1,3,R64,58.0,5.0,2.0,50.0,24.0,18.0,13.0,8.0,4.0,6.0,1.0,5.0,51.0,27.0,13.0,9.0,8.0,5.0,11.0,2015.csv,False,False,False,False,True
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,55.0,D643,1.0,,Novak Djokovic,R,188.0,SRB,27.89,1.0,13205.0,BA47,6.0,,Tomas Berdych,R,196.0,CZE,29.566,8.0,4510.0,7-5 4-6 6-3,3,F,163.0,2.0,5.0,102.0,60.0,40.0,21.0,16.0,6.0,10.0,1.0,0.0,108.0,48.0,36.0,27.0,15.0,9.0,14.0,2015.csv,False,False,False,False,True
2015-410,Monte Carlo Masters,Clay,56.0,M,O,2015-04-12,45.0,BA47,6.0,,Tomas Berdych,R,196.0,CZE,29.566,8.0,4510.0,BD06,12.0,,Roberto Bautista Agut,R,183.0,ESP,26.992,16.0,1940.0,7-6(7) 6-4,3,R16,100.0,12.0,4.0,66.0,39.0,34.0,14.0,11.0,3.0,5.0,2.0,1.0,73.0,46.0,32.0,12.0,11.0,0.0,3.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,21.0,G676,,,Daniel Gimeno-Traver,R,183.0,ESP,29.7,68.0,713.0,SD32,1.0,,Gilles Simon,R,183.0,FRA,30.311,13.0,2255.0,6-7(5) 6-4 6-2,3,QF,140.0,5.0,1.0,98.0,60.0,44.0,18.0,15.0,4.0,7.0,3.0,2.0,101.0,64.0,40.0,15.0,15.0,4.0,10.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,6.0,G676,,,Daniel Gimeno-Traver,R,183.0,ESP,29.7,68.0,713.0,T840,6.0,,Viktor Troicki,R,193.0,SRB,29.188,34.0,1155.0,5-7 6-3 6-1,3,R32,120.0,2.0,1.0,87.0,56.0,38.0,15.0,14.0,5.0,9.0,1.0,2.0,81.0,52.0,27.0,13.0,14.0,3.0,10.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,5.0,MF09,,Q,Nikola Mektic,R,183.0,CRO,26.319,289.0,163.0,I165,,,Denis Istomin,R,185.0,UZB,28.616,65.0,750.0,6-3 6-4,3,R32,83.0,3.0,1.0,64.0,43.0,29.0,12.0,10.0,6.0,7.0,6.0,0.0,59.0,34.0,25.0,10.0,9.0,7.0,10.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,4.0,Y061,,,Mikhail Youzhny,R,183.0,RUS,32.819,57.0,815.0,CA99,,WC,Marius Copil,R,191.0,ROU,24.507,172.0,295.0,1-6 6-4 6-3,3,R32,94.0,3.0,1.0,76.0,53.0,34.0,14.0,13.0,4.0,7.0,8.0,2.0,67.0,40.0,31.0,15.0,13.0,2.0,5.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,3.0,H804,,,Andreas Haider-Maurer,R,191.0,AUT,28.079,47.0,946.0,D646,,,Ivan Dodig,R,183.0,CRO,30.294,100.0,550.0,7-5 0-6 6-4,3,R32,146.0,6.0,5.0,102.0,65.0,37.0,22.0,14.0,7.0,11.0,11.0,2.0,85.0,54.0,38.0,18.0,14.0,6.0,9.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,2.0,BA98,8.0,,Simone Bolelli,R,183.0,ITA,29.53,50.0,931.0,G806,,,Andrey Golubev,R,180.0,KAZ,27.745,105.0,510.0,7-6(3) 6-4,3,R32,92.0,0.0,0.0,66.0,47.0,37.0,10.0,11.0,5.0,7.0,3.0,2.0,66.0,30.0,23.0,18.0,11.0,0.0,3.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,1.0,T742,,WC,Janko Tipsarevic,R,180.0,SRB,30.825,824.0,20.0,F586,,Q,Thomas Fabbiano,R,173.0,ITA,25.9,207.0,230.0,6-4 6-3,3,R32,87.0,6.0,0.0,58.0,27.0,21.0,17.0,9.0,5.0,6.0,3.0,4.0,67.0,49.0,30.0,7.0,10.0,3.0,7.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,7.0,CG80,,,Borna Coric,R,188.0,CRO,18.428,55.0,857.0,SC77,,,Sergiy Stakhovsky,R,193.0,UKR,29.284,51.0,919.0,6-2 6-7(4) 7-6(2),3,R32,160.0,2.0,2.0,118.0,80.0,53.0,22.0,16.0,8.0,11.0,5.0,0.0,124.0,83.0,53.0,19.0,16.0,12.0,17.0,2015.csv,False,False,False,False,True
2015-425,Barcelona,Clay,48.0,500,O,2015-04-20,47.0,N552,1.0,,Kei Nishikori,R,178.0,JPN,25.306,5.0,5280.0,A596,,,Pablo Andujar,R,180.0,ESP,29.238,66.0,745.0,6-4 6-4,3,F,95.0,1.0,3.0,67.0,37.0,26.0,15.0,10.0,2.0,4.0,1.0,1.0,66.0,44.0,28.0,7.0,10.0,2.0,6.0,2015.csv,False,False,False,False,True
2015-425,Barcelona,Clay,48.0,500,O,2015-04-20,45.0,N552,1.0,,Kei Nishikori,R,178.0,JPN,25.306,5.0,5280.0,K966,14.0,,Martin Klizan,L,191.0,SVK,25.774,28.0,1272.0,6-1 6-2,3,SF,78.0,2.0,3.0,52.0,28.0,22.0,14.0,8.0,6.0,6.0,3.0,4.0,57.0,32.0,17.0,10.0,7.0,6.0,10.0,2015.csv,False,False,False,False,True
2015-425,Barcelona,Clay,48.0,500,O,2015-04-20,44.0,A596,,,Pablo Andujar,R,180.0,ESP,29.238,66.0,745.0,F510,13.0,,Fabio Fognini,R,178.0,ITA,27.907,30.0,1240.0,6-1 6-3,3,QF,66.0,1.0,0.0,48.0,30.0,22.0,10.0,8.0,2.0,3.0,1.0,2.0,54.0,29.0,14.0,11.0,8.0,2.0,7.0,2015.csv,False,False,False,False,True
2015-425,Barcelona,Clay,48.0,500,O,2015-04-20,43.0,F401,3.0,,David Ferrer,R,175.0,ESP,33.049,8.0,4490.0,K435,12.0,,Philipp Kohlschreiber,R,178.0,GER,31.51,25.0,1395.0,6-3 7-6(5),3,QF,105.0,0.0,0.0,84.0,58.0,31.0,18.0,11.0,5.0,9.0,0.0,0.0,62.0,33.0,15.0,15.0,10.0,5.0,10.0,2015.csv,False,False,False,False,True
2015-425,Barcelona,Clay,48.0,500,O,2015-04-20,42.0,K966,14.0,,Martin Klizan,L,191.0,SVK,25.774,28.0,1272.0,R419,9.0,,Tommy Robredo,R,180.0,ESP,32.969,20.0,1720.0,7-6(5) 6-4,3,QF,97.0,3.0,5.0,77.0,47.0,42.0,13.0,11.0,6.0,6.0,8.0,1.0,67.0,48.0,37.0,11.0,11.0,2.0,3.0,2015.csv,False,False,False,False,True
2015-425,Barcelona,Clay,48.0,500,O,2015-04-20,41.0,N552,1.0,,Kei Nishikori,R,178.0,JPN,25.306,5.0,5280.0,BD06,7.0,,Roberto Bautista Agut,R,183.0,ESP,27.014,16.0,1985.0,6-2 3-6 6-1,3,QF,101.0,5.0,0.0,61.0,35.0,28.0,18.0,12.0,1.0,2.0,2.0,4.0,80.0,49.0,30.0,12.0,12.0,7.0,11.0,2015.csv,False,False,False,False,True
2015-425,Barcelona,Clay,48.0,500,O,2015-04-20,40.0,F510,13.0,,Fabio Fognini,R,178.0,ITA,27.907,30.0,1240.0,N409,2.0,,Rafael Nadal,L,185.0,ESP,28.879,4.0,5435.0,6-4 7-6(6),3,R16,121.0,1.0,1.0,87.0,47.0,33.0,20.0,11.0,11.0,14.0,1.0,0.0,71.0,50.0,29.0,11.0,11.0,4.0,8.0,2015.csv,False,False,False,False,True
2015-425,Barcelona,Clay,48.0,500,O,2015-04-20,46.0,A596,,,Pablo Andujar,R,180.0,ESP,29.238,66.0,745.0,F401,3.0,,David Ferrer,R,175.0,ESP,33.049,8.0,4490.0,7-6(6) 6-3,3,SF,106.0,0.0,2.0,79.0,51.0,33.0,17.0,11.0,2.0,4.0,2.0,3.0,67.0,45.0,29.0,11.0,10.0,4.0,7.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,8.0,J267,,,Malek Jaziri,R,185.0,TUN,31.247,89.0,591.0,MB02,,,Florian Mayer,R,191.0,GER,31.54,603.0,45.0,4-6 6-4 7-5,3,R32,125.0,4.0,2.0,95.0,54.0,41.0,25.0,16.0,6.0,9.0,3.0,0.0,117.0,79.0,52.0,18.0,16.0,13.0,17.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,9.0,V708,7.0,,Jiri Vesely,L,198.0,CZE,21.777,46.0,978.0,SM37,,,Diego Schwartzman,R,170.0,ARG,22.675,61.0,779.0,6-3 7-6(9),3,R32,115.0,8.0,0.0,73.0,53.0,37.0,10.0,11.0,0.0,2.0,1.0,5.0,83.0,51.0,32.0,14.0,10.0,2.0,5.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,10.0,G476,5.0,,Guillermo Garcia-Lopez,R,185.0,ESP,31.877,45.0,985.0,GA79,,Q,Lorenzo Giustino,R,180.0,ITA,23.608,384.0,113.0,6-2 6-0,3,R32,56.0,2.0,0.0,33.0,21.0,16.0,12.0,7.0,0.0,0.0,1.0,0.0,39.0,22.0,10.0,6.0,7.0,2.0,7.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,26.0,G476,5.0,,Guillermo Garcia-Lopez,R,185.0,ESP,31.877,45.0,985.0,MC65,2.0,,Gael Monfils,R,193.0,FRA,28.632,15.0,2020.0,6-7(2) 6-4 6-2,3,SF,130.0,4.0,2.0,87.0,55.0,44.0,19.0,15.0,1.0,2.0,6.0,2.0,111.0,77.0,52.0,15.0,15.0,10.0,14.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,25.0,V708,7.0,,Jiri Vesely,L,198.0,CZE,21.777,46.0,978.0,G676,,,Daniel Gimeno-Traver,R,183.0,ESP,29.7,68.0,713.0,2-6 6-1 6-4,3,SF,104.0,6.0,0.0,64.0,42.0,34.0,11.0,13.0,0.0,3.0,2.0,5.0,82.0,50.0,34.0,12.0,12.0,5.0,9.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,24.0,MC65,2.0,,Gael Monfils,R,193.0,FRA,28.632,15.0,2020.0,BA98,8.0,,Simone Bolelli,R,183.0,ITA,29.53,50.0,931.0,6-3 7-6(4),3,QF,93.0,6.0,2.0,79.0,49.0,34.0,21.0,11.0,7.0,7.0,0.0,0.0,63.0,49.0,30.0,10.0,10.0,1.0,2.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,23.0,G476,5.0,,Guillermo Garcia-Lopez,R,185.0,ESP,31.877,45.0,985.0,R685,4.0,,Lukas Rosol,R,193.0,CZE,29.739,33.0,1155.0,6-4 7-6(7),3,QF,113.0,3.0,3.0,86.0,48.0,32.0,21.0,11.0,3.0,4.0,0.0,4.0,81.0,52.0,34.0,14.0,11.0,3.0,5.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,22.0,V708,7.0,,Jiri Vesely,L,198.0,CZE,21.777,46.0,978.0,K336,3.0,,Ivo Karlovic,R,211.0,CRO,36.14,22.0,1470.0,6-4 6-4,3,QF,79.0,2.0,2.0,56.0,38.0,32.0,10.0,10.0,3.0,3.0,11.0,2.0,54.0,34.0,28.0,9.0,10.0,1.0,3.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,20.0,MC65,2.0,,Gael Monfils,R,193.0,FRA,28.632,15.0,2020.0,Y061,,,Mikhail Youzhny,R,183.0,RUS,32.819,57.0,815.0,6-1 6-2,3,R16,55.0,3.0,0.0,41.0,35.0,30.0,3.0,8.0,2.0,2.0,1.0,1.0,41.0,31.0,15.0,4.0,7.0,2.0,6.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,19.0,BA98,8.0,,Simone Bolelli,R,183.0,ITA,29.53,50.0,931.0,H804,,,Andreas Haider-Maurer,R,191.0,AUT,28.079,47.0,946.0,6-4 6-4,3,R16,87.0,4.0,0.0,53.0,37.0,26.0,14.0,10.0,0.0,0.0,9.0,3.0,68.0,41.0,30.0,12.0,10.0,6.0,8.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,18.0,R685,4.0,,Lukas Rosol,R,193.0,CZE,29.739,33.0,1155.0,L987,,,Dusan Lajovic,R,183.0,SRB,24.805,82.0,626.0,4-6 6-4 6-3,3,R16,158.0,1.0,1.0,106.0,61.0,39.0,23.0,15.0,14.0,18.0,4.0,1.0,91.0,60.0,36.0,14.0,14.0,5.0,10.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,17.0,G476,5.0,,Guillermo Garcia-Lopez,R,185.0,ESP,31.877,45.0,985.0,B837,,,Marcos Baghdatis,R,178.0,CYP,29.84,59.0,812.0,7-5 6-2,3,R16,87.0,1.0,2.0,65.0,45.0,30.0,12.0,10.0,6.0,8.0,1.0,1.0,63.0,34.0,21.0,13.0,10.0,9.0,14.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,16.0,V708,7.0,,Jiri Vesely,L,198.0,CZE,21.777,46.0,978.0,J267,,,Malek Jaziri,R,185.0,TUN,31.247,89.0,591.0,6-3 6-1,3,R16,70.0,6.0,1.0,46.0,33.0,25.0,9.0,8.0,1.0,1.0,2.0,4.0,46.0,20.0,14.0,10.0,8.0,3.0,7.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,15.0,K336,3.0,,Ivo Karlovic,R,211.0,CRO,36.14,22.0,1470.0,CG80,,,Borna Coric,R,188.0,CRO,18.428,55.0,857.0,3-6 6-3 6-4,3,R16,97.0,12.0,2.0,68.0,53.0,47.0,6.0,14.0,0.0,1.0,2.0,0.0,81.0,57.0,43.0,13.0,14.0,4.0,6.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,14.0,G676,,,Daniel Gimeno-Traver,R,183.0,ESP,29.7,68.0,713.0,MF09,,Q,Nikola Mektic,R,183.0,CRO,26.319,289.0,163.0,7-5 6-2,3,R16,84.0,3.0,3.0,74.0,43.0,27.0,14.0,10.0,5.0,8.0,0.0,0.0,53.0,32.0,14.0,10.0,10.0,3.0,9.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,13.0,SD32,1.0,,Gilles Simon,R,183.0,FRA,30.311,13.0,2255.0,T742,,WC,Janko Tipsarevic,R,180.0,SRB,30.825,824.0,20.0,7-5 6-4,3,R16,118.0,3.0,1.0,77.0,50.0,33.0,18.0,11.0,4.0,5.0,0.0,0.0,73.0,42.0,27.0,17.0,11.0,2.0,5.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,12.0,L987,,,Dusan Lajovic,R,183.0,SRB,24.805,82.0,626.0,Z254,,Q,Jurgen Zopp,R,191.0,EST,27.058,158.0,336.0,7-5 6-1,3,R32,70.0,2.0,0.0,52.0,29.0,20.0,21.0,10.0,2.0,2.0,3.0,0.0,54.0,37.0,24.0,9.0,9.0,7.0,10.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,11.0,B837,,,Marcos Baghdatis,R,178.0,CYP,29.84,59.0,812.0,D632,,,Steve Darcis,R,175.0,BEL,31.102,74.0,664.0,6-4 6-2,3,R32,85.0,1.0,1.0,65.0,38.0,28.0,16.0,9.0,7.0,7.0,0.0,1.0,67.0,48.0,28.0,8.0,9.0,6.0,9.0,2015.csv,False,False,False,False,True
2015-425,Barcelona,Clay,48.0,500,O,2015-04-20,39.0,A596,,,Pablo Andujar,R,180.0,ESP,29.238,66.0,745.0,L397,5.0,,Feliciano Lopez,L,188.0,ESP,33.58,12.0,2380.0,6-3 6-4,3,R16,72.0,0.0,0.0,59.0,50.0,32.0,6.0,10.0,4.0,6.0,5.0,1.0,48.0,25.0,18.0,6.0,9.0,2.0,6.0,2015.csv,False,False,False,False,True
2015-773,Bucharest,Clay,28.0,250,O,2015-04-20,27.0,G476,5.0,,Guillermo Garcia-Lopez,R,185.0,ESP,31.877,45.0,985.0,V708,7.0,,Jiri Vesely,L,198.0,CZE,21.777,46.0,978.0,7-6(5) 7-6(11),3,F,135.0,6.0,1.0,84.0,49.0,38.0,18.0,12.0,2.0,5.0,5.0,1.0,81.0,60.0,42.0,10.0,12.0,1.0,4.0,2015.csv,False,False,False,False,True
2015-425,Barcelona,Clay,48.0,500,O,2015-04-20,38.0,F401,3.0,,David Ferrer,R,175.0,ESP,33.049,8.0,4490.0,Y218,,WC,Elias Ymer,R,185.0,SWE,19.025,192.0,248.0,6-3 6-4,3,R16,87.0,1.0,5.0,67.0,46.0,30.0,8.0,10.0,3.0,6.0,1.0,1.0,53.0,28.0,17.0,7.0,9.0,1.0,6.0,2015.csv,False,False,False,False,True
2015-425,Barcelona,Clay,48.0,500,O,2015-04-20,36.0,R419,9.0,,Tommy Robredo,R,180.0,ESP,32.969,20.0,1720.0,G710,,,Marcel Granollers,R,191.0,ESP,29.021,60.0,800.0,6-2 6-2,3,R16,69.0,4.0,3.0,54.0,36.0,25.0,9.0,8.0,2.0,3.0,0.0,1.0,44.0,23.0,11.0,12.0,8.0,1.0,6.0,2015.csv,False,False,False,False,True
